id,category,medium,subject,bclass,chapter_no,chapter_name,pages,link
74,2,1,2,2,12,Sound,10,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_12_Sound.pdf
73,2,1,2,2,11,Work and energy,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_11_Work+and+energy.pdf
72,2,1,2,2,10,Gravitation,17,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_10_Gravitation.pdf
71,2,1,2,2,9,Force and Laws of Motions,21,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_9_Force+and+Laws+of+Motions.pdf
70,2,1,2,2,8,Motion,16,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_8_Motion.pdf
69,2,1,2,2,7,Diversity in Living Organisms,9,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_7_Diversity+in+Living+Organisms.pdf
68,2,1,2,2,6,Tissues,11,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_6_Tissues.pdf
67,2,1,2,2,5,The fundamental unit of the Life,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_5_The+fundamental+unit+of+the+Life.pdf
66,2,1,2,2,4,Structure of The Atom,16,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_4_Structure+of+The+Atom.pdf
65,2,1,2,2,3,Atoms and Molecules,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_3_Atoms+and+Molecules.pdf
64,2,1,2,2,2,Is Matter Around Us Pure,13,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_2_Is+Matter+Around+Us+Pure.pdf
63,2,1,2,2,1,Matter in our surrounding,12,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/9th/Class_9_Chapter_1_Matter+in+our+surrounding.pdf
62,2,1,2,3,16,Management of Our Resources,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_16_Management+of+Our+Resources.pdf
61,2,1,2,3,15,Our Environment,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_15_Our+Environment.pdf
60,2,1,2,3,14,Magnetic effects of current,6,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_14_Sources+of+energy.pdf
59,2,1,2,3,13,Magnetic effects of current,19,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_13_Magnetic+effects+of+current.pdf
58,2,1,2,3,12,Electricity,28,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_12_Electricity.pdf
57,2,1,2,3,11,Human Eye and Colorful World,8,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_11_Human+Eye+and+Colorful+World.pdf
56,2,1,2,3,10,Light – Reflection and Refraction,17,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_10_Light+–+Reflection+and+Refraction.pdf
55,2,1,2,3,9,Heredity and Evolution,16,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_9_Heredity+and+Evolution.pdf
54,2,1,2,3,8,How Do Organisms Reproduce,9,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_8_How+Do+Organisms+Reproduce.pdf
53,2,1,2,3,7,_Control and Coordination,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_7_Control+and+Coordination.pdf
52,2,1,2,3,6,Life Processes,17,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_6_Life+Processes.pdf
51,2,1,2,3,5,Periodic Classification of Elements,9,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_5_Periodic+Classification+of+Elements.pdf
50,2,1,2,3,4,Carbon and its Compounds,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_4_Carbon+and+its+Compounds.pdf
49,2,1,2,3,3,Metals and Non-metals.pdf,18,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_3_Metals+and+Non-metals.pdf
48,2,1,2,3,2,"Acids, Bases and Salts",15,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_2_Acids%2C+Bases+and+Salts.pdf
47,2,1,2,3,1,Chemical Reactions and Equations,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+science/10th/Class_10_Chapter_1_Chemical+Reactions+and+Equations.pdf
46,1,1,1,1,16,Playing with numbers,7,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-16+Playing+with+numbers.pdf
45,1,1,1,1,15,Introduction to Graphs,15,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-15+Introduction+to+graphs.pdf
44,1,1,1,1,14,Factorisation,24,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-14+Factorization.pdf
43,1,1,1,1,13,Direct and Inverse Proportions,16,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-13+Direct+ad+Inverse+properties.pdf
42,1,1,1,1,12,Exponents and Powers,8,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-12+Exponents+ad+power.pdf
41,1,1,1,1,11,Mensuration,24,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-11+Mensuration.pdf
40,1,1,1,1,10,Visualising Solid Shapes,12,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-10+Visualizing+Solid+Shapes+.pdf
39,1,1,1,1,9,Algebraic Expressions and Identities,25,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-9+Algebraic+Expressions+and+identities.pdf
38,1,1,1,1,8,Comparing quantities,23,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-8+Comparing+quantities.pdf
37,1,1,1,1,7,Cube and cube roots,13,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-7+Cube+and+cube+roots.pdf
36,1,1,1,1,6,Square and Square roots,33,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-6+Square+and+Square+roots.pdf
35,1,1,1,1,5,Data Handling,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-5+Data+Handling.pdf
34,1,1,1,1,4,Practical Geometry,13,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-4+Practical+Geometry.pdf
33,1,1,1,1,3,Understanding the quadrilateral,22,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-3+Understanding+the+quadrilateral+.pdf
32,1,1,1,1,2,Linear equation in one variable,39,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-2+Linear+equation+in+one+variable+.pdf
31,1,1,1,1,1,Rational Numbers,11,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/8th/Class_8_Chapter-1+Rational+Numbers+.pdf
30,1,1,1,2,15,Probability,6,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_15_Probability.pdf
29,1,1,1,2,14,Statistics,32,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_14_Statistics.pdf
28,1,1,1,2,13,Surface Areas And Volumes,33,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_13_Surface_Area_And_Volume.pdf
27,1,1,1,2,12,Heron’s Formula,9,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_12_Heron_s_Formula.pdf
26,1,1,1,2,11,Constructions,6,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_11_Constructions.pdf
25,1,1,1,2,10,Circles,18,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_10_Circles.pdf
24,1,1,1,2,9,Areas Of Parallelograms And Triangles,18,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_9_Areas_Of_Parallelograms_And_Triangles.pdf
23,1,1,1,2,8,Quadrilaterals,12,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_8_Quadrilaterals.pdf
22,1,1,1,2,7,Triangles,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_7_Triangles.pdf
21,1,1,1,2,6,Lines And Angles,9,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_6_Lines_And_Angles.pdf
20,1,1,1,2,5,Introduction To Euclid’s Geometry,4,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_5_Introduction_To_Euclid_s_Geometry.pdf
19,1,1,1,2,4,Linear Equations In Two Variables,10,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_4_Linear_Equations_In_Two_Variable.pdf
18,1,1,1,2,3,Coordinate Geometry,3,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_3_Coordinate_Geometry.pdf
17,1,1,1,2,2,Polynomials,14,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_2_Polynomials.pdf
16,1,1,1,2,1,Number Systems,11,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/9th/Class_9_Chapter_1_Number_Systems.pdf
15,1,1,1,3,15,Probability,22,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+15+Probability+.pdf
14,1,1,1,3,14,Statistics,52,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+14+Statistics.pdf
13,1,1,1,3,13,Surface Areas and Volumes,41,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+13+surface+areas+and+volumes.pdf
12,1,1,1,3,12,Areas Related To Circles,47,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+12+Areas+Related+to+Circles+.pdf
11,1,1,1,3,11,Constructions,26,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+11+Construction+.pdf
10,1,1,1,3,10,Circles,17,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+10+Circles+.pdf
9,1,1,1,3,9,Some Applications of Trigonometry,19,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+9+Some+Applications+of+Trigonometry.pdf
8,1,1,1,3,8,Introduction To Trigonometry,35,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+8+Introduction+to+Trigonometry+.pdf
7,1,1,1,3,7,Coordinate Geometry,33,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+7+Co-Ordinate+Geometry+.pdf
6,1,1,1,3,6,Triangles,49,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+6+Triangles.pdf
5,1,1,1,3,5,Arithmetic Progression,58,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+5+AP.pdf
4,1,1,1,3,4,Quadratic Equations,27,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+4+Quadratic+Equation.pdf
3,1,1,1,3,3,Pair of Linear Equations in Two Variables,64,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+3+linear+equations+in+two+variables+.pdf
2,1,1,1,3,2,Polynomials,24,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+2+Polynomials.pdf
1,1,1,1,3,1,Real Numbers,18,https://mirrorscore-drive.s3.ap-south-1.amazonaws.com/Solutions/NCERT+sol+maths/10th/Class_10_Chapter+1+Real+Number+.pdf
